TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Houston,29.83,118.1,88.3,67.0
Duke,29.31,122.6,93.3,70.8
Gonzaga,29.14,121.9,92.7,73.6
Illinois,28.35,123.3,94.9,74.2
Purdue,28.28,126.8,98.5,68.1
Kentucky,28.18,121.8,93.7,73.5
Connecticut,28.06,122.8,94.7,69.2
Iowa St.,26.91,118.2,91.3,72.4
Louisville,26.31,124.4,98.1,74.4
Florida,26.09,119.7,93.6,75.5
Arizona,25.63,121.0,95.4,74.2
Vanderbilt,24.65,122.4,97.7,73.3
Tennessee,24.58,116.5,91.9,69.9
Texas Tech,24.5,121.2,96.7,70.0
Michigan,24.32,118.3,94.0,74.0
Wisconsin,23.41,119.9,96.5,70.9
Indiana,23.41,121.0,97.6,70.7
BYU,23.31,122.3,99.0,69.7
Baylor,22.4,118.8,96.4,70.8
Clemson,22.17,118.6,96.5,67.9
USC,22.15,118.1,95.9,75.1
St. John's,22.01,118.7,96.7,75.5
N.C. State,21.85,119.1,97.3,71.8
Alabama,21.67,120.6,98.9,76.3
Arkansas,21.1,116.9,95.8,73.3
Kansas,21.09,115.7,94.6,70.6
North Carolina,21.03,118.2,97.2,74.9
Missouri,20.81,121.1,100.3,71.5
Mississippi,20.68,117.9,97.2,70.1
San Diego St.,20.19,113.5,93.3,69.9
Georgia,20.13,117.7,97.6,73.8
UCLA,19.94,116.7,96.8,67.7
Michigan St.,19.73,114.6,94.9,69.8
Ohio St.,19.29,120.6,101.3,71.6
Auburn,18.98,118.0,99.0,71.1
Mississippi St.,18.95,117.9,99.0,72.1
Saint Mary's,18.64,115.5,96.8,67.2
Texas,18.29,114.9,96.6,71.2
Cincinnati,17.8,108.9,91.1,74.4
Northwestern,17.43,114.0,96.6,69.4
Team,,,,
Iowa,17.26,117.3,100.1,66.5
Villanova,17.15,115.3,98.2,69.5
LSU,17.02,116.3,99.3,71.9
Boise St.,16.77,116.1,99.3,71.4
Virginia,16.69,116.7,100.0,68.1
Nebraska,16.44,114.7,98.3,72.0
Texas A&M,16.11,114.9,98.8,73.7
Utah St.,15.94,117.0,101.1,71.8
Washington,15.87,115.1,99.2,71.5
Virginia Tech,15.71,115.9,100.2,72.6
Marquette,15.69,113.6,97.9,73.2
Oklahoma St.,15.6,113.5,97.9,75.4
SMU,15.43,116.4,100.9,72.9
Creighton,14.89,116.8,101.9,70.7
Memphis,14.83,113.6,98.8,73.4
Wake Forest,14.56,111.9,97.4,74.0
Oregon,14.47,110.4,95.9,71.8
Syracuse,14.26,114.1,99.8,72.4
Maryland,14.12,110.2,96.1,70.5
Miami FL,14.08,113.8,99.8,72.9
Oklahoma,14.08,115.3,101.2,71.2
Kansas St.,14.04,116.0,101.9,73.8
West Virginia,13.7,110.5,96.8,66.5
VCU,13.52,110.7,97.2,75.0
Colorado St.,13.49,117.9,104.4,69.5
Yale,13.47,114.5,101.0,71.6
Saint Louis,13.33,113.7,100.4,75.2
Dayton,13.31,110.9,97.6,70.0
Providence,12.99,115.4,102.4,73.8
Notre Dame,12.85,114.4,101.6,68.8
Butler,12.81,113.2,100.4,73.6
Florida St.,12.72,112.5,99.8,74.2
George Washington,12.48,114.6,102.1,73.8
Santa Clara,11.37,113.5,102.1,71.8
Minnesota,11.28,112.8,101.5,68.7
Georgetown,11.15,111.3,100.2,71.2
Akron,11.07,113.7,102.6,73.9
UCF,10.94,114.7,103.8,73.5
Pittsburgh,10.89,110.2,99.3,69.2
California,10.81,112.7,101.9,72.8
Team,,,,
High Point,10.58,115.3,104.7,71.4
Arizona St.,10.57,110.9,100.4,72.5
Liberty,10.35,115.0,104.6,68.2
Rutgers,9.79,109.2,99.4,70.5
San Francisco,9.66,110.8,101.1,71.2
George Mason,9.32,110.3,100.9,69.5
Penn St.,9.32,110.7,101.4,70.7
North Texas,9.15,107.4,98.2,67.6
Seton Hall,9.05,107.0,97.9,68.0
Stanford,9.02,109.0,99.9,73.0
TCU,8.99,110.2,101.2,71.6
South Florida,8.9,111.5,102.6,74.9
Nevada,8.55,110.2,101.6,68.6
Georgia Tech,8.54,104.9,96.3,71.9
New Mexico,8.28,106.8,98.5,71.3
Grand Canyon,8.26,111.7,103.5,72.6
South Carolina,7.78,111.2,103.4,69.6
Utah,7.71,111.0,103.3,72.4
Wichita St.,7.7,112.4,104.7,71.2
Hawaii,7.37,107.1,99.7,71.5
Colorado,6.78,111.9,105.2,70.9
Northern Iowa,6.53,108.0,101.5,68.7
Xavier,5.87,108.5,102.7,72.4
McNeese,5.82,108.9,103.1,70.2
Boston College,5.49,106.2,100.7,69.8
Tulane,5.2,111.3,106.1,70.1
St. Bonaventure,5.14,110.1,105.0,68.1
Belmont,5.1,109.1,104.0,74.0
Temple,4.97,110.9,105.9,70.8
Duquesne,4.97,106.8,101.8,72.1
Troy,4.6,106.4,101.8,71.4
Loyola Marymount,4.24,107.2,103.0,69.0
Richmond,4.21,109.6,105.4,70.7
DePaul,4.05,104.6,100.5,71.5
Tulsa,3.97,111.1,107.1,70.2
Seattle,3.86,104.4,100.5,72.3
UNLV,3.85,111.8,108.0,73.4
UAB,3.7,109.6,105.9,74.4
Davidson,3.64,107.9,104.2,68.6
Utah Valley,3.54,107.3,103.8,72.7
Team,,,,
Southern Illinois,3.49,108.6,105.1,73.1
Rhode Island,3.49,107.5,104.0,71.6
UC Santa Barbara,3.45,112.7,109.2,69.8
Illinois St.,3.21,107.3,104.1,69.5
Miami OH,3.19,108.5,105.3,73.3
Murray St.,3.09,108.8,105.7,74.4
Bradley,2.83,105.6,102.8,70.4
Kent St.,2.76,112.3,109.5,72.8
Bowling Green,2.4,104.9,102.5,72.3
Illinois Chicago,2.38,106.2,103.8,72.9
UC San Diego,2.32,108.4,106.1,70.8
UNC Wilmington,2.26,109.9,107.7,70.4
Florida Atlantic,2.19,110.4,108.2,71.6
Towson,2.03,105.3,103.3,68.3
UC Irvine,1.99,102.3,100.3,72.6
Kennesaw St.,1.91,108.1,106.2,75.3
Oregon St.,1.8,108.9,107.1,67.9
Saint Joseph's,1.7,105.4,103.7,71.9
Drake,1.09,107.4,106.3,70.2
New Mexico St.,0.77,104.9,104.1,70.0
Stephen F. Austin,0.69,104.3,103.6,71.1
Youngstown St.,0.48,107.0,106.5,71.6
Radford,0.22,109.0,108.8,70.7
Marshall,0.19,106.1,105.9,74.2
Middle Tennessee,-0.2,105.6,105.8,72.0
Western Kentucky,-0.24,105.0,105.2,74.8
Wyoming,-0.25,104.4,104.7,72.5
Winthrop,-0.43,107.4,107.8,74.3
East Tennessee St.,-0.49,105.1,105.6,70.6
Siena,-0.52,104.5,105.0,69.5
Jacksonville St.,-0.54,104.0,104.5,69.6
Cal Baptist,-0.59,106.7,107.2,69.9
Marist,-0.86,98.8,99.7,68.9
Pacific,-0.9,107.7,108.7,70.7
Hofstra,-0.96,103.3,104.3,69.9
Montana,-1.01,108.4,109.4,72.7
Loyola Chicago,-1.02,108.0,109.1,70.0
Northeastern,-1.23,104.1,105.3,69.9
Washington St.,-1.27,107.5,108.7,72.9
Arkansas St.,-1.49,106.1,107.6,74.1
Team,,,,
South Dakota St.,-1.59,106.5,108.1,70.8
Furman,-1.62,105.5,107.1,70.7
Chattanooga,-1.64,110.2,111.9,70.4
Cornell,-1.69,110.5,112.2,75.0
East Carolina,-1.77,103.2,105.0,72.5
James Madison,-1.86,107.7,109.5,69.5
Portland St.,-2.03,104.0,106.0,73.3
San Jose St.,-2.07,107.2,109.3,68.9
UT Rio Grande Valley,-2.15,106.2,108.3,74.4
Navy,-2.24,105.3,107.5,71.3
Charleston,-2.35,110.5,112.8,70.5
Massachusetts,-2.44,102.8,105.3,75.0
Southern,-2.54,103.6,106.1,74.1
Rice,-2.6,106.3,108.9,69.4
Ohio,-2.6,105.9,108.5,72.9
Sam Houston St.,-2.87,106.5,109.4,71.7
Toledo,-3.01,110.7,113.7,70.1
Missouri St.,-3.06,103.3,106.4,71.0
Mercer,-3.09,104.8,107.8,73.3
Colgate,-3.11,106.4,109.5,71.0
Campbell,-3.11,104.9,108.1,72.5
Abilene Christian,-3.15,100.6,103.8,72.3
Oakland,-3.19,107.4,110.5,70.5
Louisiana Tech,-3.24,102.6,105.9,68.8
North Dakota St.,-3.3,105.2,108.5,70.6
St. Thomas,-3.3,106.5,109.8,69.9
Fresno St.,-3.35,103.5,106.9,73.1
Iona,-3.36,106.1,109.4,74.9
Indiana St.,-3.42,104.7,108.1,74.0
South Alabama,-3.44,103.6,107.0,68.0
UTEP,-3.49,101.2,104.7,71.1
Charlotte,-3.51,106.6,110.1,66.7
Northern Colorado,-3.65,106.8,110.4,72.8
UT Arlington,-3.65,103.1,106.8,72.4
Vermont,-3.75,104.9,108.6,67.7
Longwood,-3.79,104.1,107.9,72.2
San Diego,-3.82,106.0,109.8,71.9
Columbia,-3.95,105.0,108.9,70.9
William & Mary,-3.95,106.8,110.7,75.9
La Salle,-4.03,104.2,108.3,69.0
Team,,,,
Samford,-4.16,108.3,112.5,69.8
SIUE,-4.2,98.1,102.3,70.4
FIU,-4.33,103.7,108.0,74.2
Eastern Washington,-4.38,106.7,111.1,72.5
Milwaukee,-4.4,107.1,111.5,73.5
Old Dominion,-4.53,104.2,108.7,69.3
Queens,-4.55,106.5,111.1,72.5
Nebraska Omaha,-4.59,106.8,111.3,71.0
Robert Morris,-4.68,104.3,109.0,71.1
Southeast Missouri,-4.79,101.9,106.7,73.8
Pepperdine,-4.93,103.7,108.6,70.8
Incarnate Word,-4.95,106.1,111.0,70.0
Florida Gulf Coast,-4.99,106.1,111.1,70.2
Texas St.,-5.07,102.2,107.3,69.3
Eastern Michigan,-5.09,102.8,107.9,71.1
Idaho,-5.09,107.2,112.3,69.7
Cal Poly,-5.1,103.0,108.1,76.7
Harvard,-5.13,103.8,108.9,69.9
Lamar,-5.16,102.2,107.4,69.3
Eastern Kentucky,-5.29,105.5,110.8,72.3
Wright St.,-5.3,104.3,109.6,70.3
Bethune Cookman,-5.32,103.3,108.6,71.9
Boston University,-5.39,105.5,110.8,67.1
Princeton,-5.44,103.1,108.5,71.3
Delaware,-5.47,105.7,111.2,71.1
UTSA,-5.55,103.2,108.8,73.4
Appalachian St.,-5.55,101.0,106.6,66.8
Western Carolina,-5.64,101.1,106.7,74.3
Tennessee St.,-5.74,101.7,107.4,73.9
CSUN,-5.79,102.1,107.9,76.1
Little Rock,-5.8,103.3,109.1,69.9
Monmouth,-5.87,101.8,107.7,71.0
Louisiana,-5.91,102.0,108.0,67.4
UNC Asheville,-5.95,103.1,109.1,71.2
UC Davis,-5.97,99.5,105.5,70.4
Tennessee Martin,-6.01,100.7,106.8,72.8
Austin Peay,-6.1,99.7,105.8,72.2
North Alabama,-6.19,103.7,109.9,71.0
Wofford,-6.26,102.8,109.0,70.4
Ball St.,-6.27,104.7,111.0,70.1
Team,,,,
Georgia Southern,-6.29,108.3,114.6,75.4
Weber St.,-6.35,103.2,109.5,71.1
Quinnipiac,-6.35,101.3,107.6,74.1
Cal St. Bakersfield,-6.35,99.9,106.2,71.2
Montana St.,-6.4,104.5,110.9,70.0
Manhattan,-6.5,107.0,113.5,71.8
Norfolk St.,-6.56,101.4,107.9,69.4
Idaho St.,-6.62,102.3,108.9,67.4
Coastal Carolina,-6.76,102.2,109.0,69.8
Drexel,-7.01,102.7,109.7,69.2
Hampton,-7.08,101.7,108.7,71.6
Utah Tech,-7.11,101.9,109.0,69.8
Jacksonville,-7.15,100.0,107.1,70.6
Elon,-7.19,106.0,113.2,70.4
Southern Miss,-7.28,103.7,111.0,71.2
New Orleans,-7.28,101.6,108.9,73.2
Buffalo,-7.32,104.3,111.7,70.1
Bucknell,-7.34,100.5,107.8,69.9
Long Beach St.,-7.46,99.7,107.2,69.9
Tarleton St.,-7.5,101.8,109.3,70.5
Purdue Fort Wayne,-7.51,101.8,109.4,73.2
Stony Brook,-7.62,102.4,110.0,70.4
Alabama St.,-7.67,100.7,108.3,72.4
Western Michigan,-7.68,101.5,109.2,74.2
Lipscomb,-7.71,103.5,111.2,69.6
UC Riverside,-7.73,102.3,110.0,70.5
Nicholls,-7.82,98.3,106.2,69.8
Brown,-7.85,100.8,108.6,69.8
VMI,-7.86,101.2,109.1,73.8
Portland,-7.92,101.6,109.5,73.3
Sacramento St.,-7.98,103.2,111.1,71.9
Cleveland St.,-7.99,105.6,113.6,72.1
Fairfield,-8.02,100.6,108.7,72.0
Texas A&M Corpus Chris,-8.07,99.8,107.9,70.9
Southeastern Louisiana,-8.13,98.6,106.7,70.0
UMBC,-8.15,105.6,113.8,71.9
Evansville,-8.22,99.7,107.9,70.5
Mount St. Mary's,-8.36,99.2,107.6,70.4
Jackson St.,-8.42,102.0,110.5,72.7
Sacred Heart,-8.43,105.3,113.7,72.4
Team,,,,
Fordham,-8.47,102.8,111.3,68.8
LIU,-8.48,99.9,108.4,73.2
Northern Arizona,-8.78,101.9,110.7,70.4
UNC Greensboro,-8.8,102.8,111.6,70.4
South Dakota,-9.15,102.5,111.7,76.1
Grambling St.,-9.21,99.5,108.7,70.5
Valparaiso,-9.22,101.7,110.9,70.8
Dartmouth,-9.61,99.9,109.5,73.7
Houston Christian,-9.74,98.5,108.2,69.8
Oral Roberts,-9.85,104.0,113.8,73.6
Penn,-9.89,104.5,114.4,74.6
Central Michigan,-9.9,101.5,111.4,69.9
Maine,-9.96,95.0,105.0,68.7
Lehigh,-9.99,98.2,108.2,71.7
Morehead St.,-10.1,100.3,110.4,70.6
Albany,-10.11,99.6,109.7,72.2
Northern Kentucky,-10.16,99.6,109.8,71.0
Northwestern St.,-10.44,102.6,113.1,68.6
Saint Peter's,-10.5,99.9,110.4,68.0
Presbyterian,-10.68,99.8,110.5,66.5
American,-11.1,100.0,111.1,70.7
Denver,-11.15,102.2,113.3,70.9
Merrimack,-11.17,96.3,107.4,70.3
Northern Illinois,-11.22,102.4,113.6,72.7
Bryant,-11.3,99.9,111.2,71.8
Southern Utah,-11.52,99.9,111.4,72.2
Central Connecticut,-11.55,94.4,106.0,69.0
Loyola MD,-11.78,98.0,109.8,70.1
Charleston Southern,-11.78,100.6,112.4,72.5
Georgia St.,-11.81,98.4,110.2,70.5
Howard,-11.93,101.3,113.3,70.8
Southern Indiana,-11.93,98.0,109.9,73.7
Eastern Illinois,-11.94,96.0,107.9,69.6
Texas Southern,-11.97,99.5,111.5,72.7
Niagara,-12.02,99.0,111.0,67.8
Detroit Mercy,-12.19,99.9,112.0,73.1
USC Upstate,-12.35,99.3,111.7,73.5
West Georgia,-12.78,101.0,113.7,71.2
Bellarmine,-12.97,103.1,116.0,71.2
Air Force,-13.09,97.9,111.0,68.0
Team,,,,
Alabama A&M,-13.13,96.6,109.7,70.2
Gardner Webb,-13.13,99.2,112.3,73.1
Rider,-13.14,99.1,112.2,69.2
Stonehill,-13.55,96.5,110.1,71.3
North Dakota,-13.55,101.6,115.1,71.5
Tennessee Tech,-13.6,98.4,112.0,71.5
Cal St. Fullerton,-13.79,96.9,110.7,74.5
North Carolina A&T,-13.93,97.0,111.0,74.5
Le Moyne,-14.09,100.2,114.3,71.2
Lafayette,-14.28,99.7,114.0,70.5
Western Illinois,-14.3,100.5,114.8,67.6
Mercyhurst,-14.35,94.8,109.1,68.6
Kansas City,-14.38,99.8,114.2,73.1
UMass Lowell,-14.49,101.2,115.7,72.4
East Texas A&M,-14.69,96.5,111.2,73.2
Lindenwood,-14.71,96.0,110.7,74.1
Prairie View A&M,-14.96,96.4,111.4,74.5
Holy Cross,-14.99,100.0,115.0,71.3
Alcorn St.,-15.04,98.1,113.1,71.6
North Florida,-15.08,101.5,116.6,74.2
Binghamton,-15.15,97.6,112.7,69.1
Green Bay,-15.32,99.9,115.2,70.4
IU Indy,-15.48,101.4,116.9,77.6
Wagner,-15.48,96.3,111.7,68.3
NJIT,-15.65,93.7,109.4,70.6
Army,-15.86,98.8,114.6,71.7
North Carolina Central,-16.07,99.4,115.5,70.0
South Carolina St.,-16.09,94.7,110.8,74.5
Central Arkansas,-16.33,97.9,114.2,71.8
Canisius,-16.53,97.3,113.8,68.7
Maryland Eastern Shore,-16.98,91.7,108.7,68.3
Fairleigh Dickinson,-17.12,98.5,115.6,73.7
Morgan St.,-17.14,96.5,113.6,73.9
The Citadel,-17.24,99.6,116.8,69.6
Louisiana Monroe,-17.94,97.4,115.3,72.3
Florida A&M,-18.05,95.4,113.5,73.2
Saint Francis,-18.11,95.7,113.8,72.3
New Hampshire,-18.19,97.3,115.5,72.2
Stetson,-18.22,97.6,115.8,72.6
Delaware St.,-18.52,95.3,113.8,70.3
Team,,,,
New Haven,-20.5,93.1,113.6,68.6
Chicago St.,-20.88,96.8,117.7,72.5
Arkansas Pine Bluff,-21.99,95.2,117.2,74.4
Coppin St.,-23.45,91.6,115.0,71.2
Mississippi Valley St.,-35.39,85.3,120.7,71.2
